Shipment_ID,Origin,Destination,Cargo_Type,Weight_kg,Volume_m3,Departure_Date,Arrival_Date,Carrier,Cost_USD,Status,Priority,Packaging_Type,Customer_ID,Tracking_Number,Warehouse_Location,Transit_Time_Days,Distance_km,Num_Checkpoints,Temperature_C,Humidity_Percent,Delay_Hours,Fuel_Consumed_L,CO2_Emissions_kg,Handling_Events,Insurance_Value_USD,Cargo_Value_USD,Customs_Fees_USD,No_of_Items,Vibration_Events,Transport_Method
S2920,Bakermouth,,Books,661.13,84.16,08-06-2025,10-06-2025,CargoIndia,2594.73,Delayed,Low,Pallet,c4f4ebe5-1ac5-4ad8-8f50-58a46eaa7b41,2.57279E+11,,4,2184,2,20,75,2,12296.52,32954.67,9,36146.78,,4875.47,1683,2,Rail
S2921,,Donnachester,Books,3878.1,19.11,25-07-2025,,EcoFreight,4242.7,In Transit,High,Pallet,73dcbfbc-3b4f-4831-bb77-fc7fce0b6856,8.60102E+11,East Virginia,2,347,1,26,56,0,20102.04,53873.47,6,,147815.61,2398.6,1680,8,Road
S2922,Port Christopherport,West Tylerland,Pharmaceuticals,610.05,59.24,04-07-2025,,RapidTrans,2716.95,Delivered,Medium,Pallet,5defa9b9-2e4c-402e-8161-b054c16af9a3,8.61838E+11,Huangtown,0,3029,2,26,86,0,13328.53,35720.46,,46494.47,31095.7,3603.19,1620,8,Air
S2923,New Yeseniaville,Brownshire,,1637.04,22.17,26-07-2025,01-08-2025,RapidTrans,2203.24,Awaiting Pickup,High,,a5e6a889-2a7a-49aa-9677-66ec5d322570,4.60748E+11,West Jeremy,2,689,7,29,59,0,49672.57,133122.49,8,,67178.95,682.02,1621,,Rail
S2924,Nancymouth,Buchananchester,,2060.8,63.97,05-08-2025,07-08-2025,FastTrack,3891,Awaiting Pickup,High,,4030d130-e442-4f95-92c8-cc3e1e1d032e,,Rogerstown,2,2381,3,21,42,0,49128.4,131664.11,3,38875.31,174556.67,1363.69,1979,17,Rail
S2925,Robbinsville,,Electronics,,37.62,16-06-2025,,BlueCargo,,Awaiting Pickup,Medium,Container,,2.00485E+11,East Emily,,,2,,29,0,5229.85,14016,4,44679.45,12068.83,3864.59,1312,2,Air
S2926,Josephton,Lake Jamieborough,Furniture,3778.88,76.64,25-06-2025,14-07-2025,RapidTrans,5133.78,Delivered,Medium,Crate,bb00ea8b-10e3-446f-bf8f-9b5554c40ae7,3.19046E+11,Port Michelleshire,1,1177,,19,67,0,27246.04,73019.39,5,20910.53,142924.73,936.03,510,9,Road
S2927,Robbinsville,Richardborough,Apparel,1535.11,24.15,13-08-2025,21-08-2025,FastTrack,4003.11,Delayed,Medium,Box,518c32fe-e53c-47a7-97df-800db0da727b,4.60789E+11,,2,4453,3,17,81,23,19291.21,51700.44,,14293.83,43879.08,4372.29,1167,15,Air
S2928,,Stephensmouth,Books,3423.5,57.28,17-07-2025,20-07-2025,FastTrack,4867.3,Delayed,High,Container,93ec328f-3094-443f-aaec-ab8d540dbaa6,4.9479E+11,North Joshuabury,1,1742,10,29,,16,30689.2,82247.06,3,17861.07,9038.89,3796.91,1337,19,Rail
S2929,,Crystalshire,Chemicals,4653.36,74.39,12-07-2025,23-07-2025,CargoIndia,7397.26,In Transit,High,Container,,8.47352E+11,,2,4000,9,,,0,,,3,11713.45,73053.38,,646,11,Rail
S2930,Cameronmouth,Crystalshire,Furniture,2244.33,10.65,06-08-2025,,EcoFreight,3980.83,Awaiting Pickup,Medium,Crate,dd24c126-17d1-42b1-8cc4-5395faac88ed,1.21601E+11,Camachoton,3,3260,4,20,65,0,17453.93,46776.53,,43171.59,179224.48,4046.67,,7,Road
S2931,West Jeffrey,Jonathanstad,Apparel,3960.36,59.96,25-08-2025,07-09-2025,BlueCargo,4702.46,In Transit,Medium,Pallet,8ad76855-dd16-44bd-a383-36bb5c14610a,9.18122E+11,Kimberlyhaven,1,285,7,20,70,0,9929.95,26612.27,2,,134115.87,2948.07,936,19,Rail
S2932,,West Jeffrey,Pharmaceuticals,2011.85,53.12,17-07-2025,,FastTrack,,In Transit,High,Crate,ad9a0d7c-e42e-4356-b8e6-b7aa95d9896d,7.07607E+11,North Emilyview,,,7,16,75,0,,,1,18553.82,100719.74,4421.92,1858,,Rail
S2933,Bakermouth,Donnachester,Food,207.12,73.54,15-06-2025,22-06-2025,EcoFreight,3221.52,In Transit,Medium,Crate,0206a654-52a6-46ab-88b6-5beea100ba3d,7.07628E+11,New Teresa,1,4558,7,26,56,0,16968.72,45476.17,2,15260.97,126367.81,4261.06,760,10,Air
S2934,Richardborough,Buchananchester,Pharmaceuticals,940.74,24.39,25-08-2025,04-09-2025,EcoFreight,3613.14,Delayed,Medium,Box,a7486026-8481-47fc-bfeb-6a298b5ce0ab,7.24388E+11,Mariaton,2,4857,9,18,62,0,16738.83,44860.06,9,24260.88,123191.76,,216,6,Air
S2935,Richardview,Richardview,Food,946.55,61.91,21-08-2025,10-09-2025,FastTrack,2316.15,Delivered,High,Container,f62c851b-58e0-4279-99e4-65e9f200ef65,5.25739E+11,New Lindsayberg,2,1501,3,27,,0,33603.75,90058.05,7,35230.46,64650.45,4017.42,1020,6,Ship
S2936,Lake Jacobview,Port Robin,Pharmaceuticals,4623.36,86.83,10-08-2025,24-08-2025,,6239.16,Delayed,Medium,Pallet,65c56bb6-3e10-4b63-8e13-0b2ed95efd3f,1.85019E+11,Kimberlymouth,2,1495,6,16,,22,7528.02,20175.09,6,15490.39,32686.74,3166.46,277,10,Road
S2937,Lake Micheleberg,West Marieland,,2899.45,92.28,17-06-2025,07-07-2025,RapidTrans,5618.75,In Transit,Low,Crate,51d42d04-de6d-4e1d-a35b-48f0ab8d132d,,Craigmouth,6,3593,4,,46,0,8105.24,21722.04,7,9400.61,187898.11,2040.83,163,16,Rail
S2938,Lake Micheleberg,,Apparel,2810.63,,10-07-2025,,BlueCargo,,Delayed,Low,Box,9b0a756c-582e-4777-aade-84012a975150,1.79723E+11,Wesleymouth,4,985,8,20,38,9,41744.22,111874.51,8,,62201.27,1670.61,1691,16,Road
S2939,South Zacharyland,North Allisonberg,Automotive,,12.23,20-07-2025,,EcoFreight,,Delayed,High,,9f97aeaa-2dfa-42be-b372-233e4532e838,5.31757E+11,Rodriguezmouth,2,2208,8,26,48,23,4351.63,11662.37,4,,88706.45,4021.99,507,18,Rail
S2940,East Shannonmouth,Josephton,Apparel,490.86,38.33,28-06-2025,03-07-2025,FastTrack,2800.66,Delivered,High,Box,2ddded11-3757-42f2-80cc-b34563fe4746,4.94942E+11,West William,2,3853,3,27,56,0,48351.64,129582.4,3,8327.43,144757.88,2461.03,1236,10,Rail
S2941,South Zacharyland,Edwardville,Pharmaceuticals,2857.12,56.19,29-08-2025,07-09-2025,,5825.02,Awaiting Pickup,,Pallet,7361dd57-3f24-4c59-8f84-3d4b3c603911,7.51636E+11,North Mark,10,4812,5,,73,0,16511.28,44250.23,,20523.61,36166,4432.61,728,7,Ship
S2942,Port Jenniferhaven,Michaelshire,Machinery,373.8,13.01,10-06-2025,14-06-2025,EcoFreight,712.4,Delayed,Low,Crate,5e56e7d6-b33f-46b1-98ad-9004456f75b8,5.89891E+11,Port Juliaborough,4,417,6,18,10,18,37729.22,101114.31,,3666.37,9000.39,4253.12,1796,4,Rail
S2943,Port Jenniferhaven,West Tylerland,Machinery,2923.31,,03-08-2025,,FastTrack,,Delivered,Medium,Container,35814395-0960-4ef8-9280-500a22866c25,8.11297E+11,Mitchellton,8,4889,10,23,18,0,44072.28,118113.71,10,15397.02,192139.37,1230.92,1209,5,Ship
S2944,Nancymouth,Coxchester,Food,1303.19,76.01,10-07-2025,19-07-2025,RapidTrans,4383.79,In Transit,Medium,Pallet,,7.98118E+11,Johnsonfort,9,4641,10,25,49,0,,,3,42035.95,49424.63,4670.19,539,6,Ship
S2945,Bakermouth,Nancymouth,,3477.52,71.37,23-07-2025,29-07-2025,EcoFreight,4914.72,In Transit,High,Box,77633849-ae82-4b6f-9d03-46816e5fd57c,5.30381E+11,,2,1447,1,29,73,0,12687.25,34001.83,1,20723.17,163113.51,1655.04,1769,17,Rail
S2946,Port Robin,Rogersville,Books,2607.67,31.13,27-07-2025,29-07-2025,FastTrack,5228.97,Awaiting Pickup,Medium,Crate,b68d7c40-fa5b-4350-b565-97c8c97ed36b,7.57939E+11,,2,4620,2,23,,0,8547.64,22907.68,8,,77807.75,617.44,200,1,Air
S2947,New Yeseniaville,Lake Jacobview,Chemicals,,48.3,10-08-2025,30-08-2025,RapidTrans,,In Transit,High,,14fb9a53-da9d-4fcc-83e2-fa03b05bce8b,9.02531E+11,Princechester,2,2663,7,23,14,0,48662.02,130414.21,9,3054.46,197610.31,4622.08,674,19,Road
S2948,Lake Jacobview,Port Robin,Furniture,4112.08,24.86,20-07-2025,02-08-2025,,5614.18,In Transit,Low,Box,,9.02142E+11,Brownton,5,2507,6,22,80,0,32336.88,86662.84,3,46606.35,60083.73,,1020,12,Ship
S2949,Rogersville,Richardview,Electronics,2009.47,67.74,29-08-2025,07-09-2025,RapidTrans,3033.87,Awaiting Pickup,Medium,Box,b57332ee-6f57-468c-99cb-650cba851d41,4.34566E+11,West Derrickburgh,3,694,3,21,34,0,2843.71,7621.14,6,31934.8,102521.8,871.79,1338,,Road
S2950,,Hannahfurt,Chemicals,627.94,17.97,17-06-2025,30-06-2025,FastTrack,1062.14,Delivered,Medium,Crate,1f516ed5-7c54-4279-96ad-dac7ab5e2db1,4.18551E+11,New Lindsayberg,3,509,6,26,89,0,17117.11,45873.85,,14897.24,54857.8,,568,15,Road
S2951,Lake Micheleberg,Lake Micheleberg,Books,1826.11,60.84,02-07-2025,08-07-2025,RapidTrans,3138.51,Delayed,Low,Container,8679021b-c622-4f02-b4f8-b80fbd1e759c,5.79173E+11,Sarahport,2,1408,4,22,,18,16589.87,44460.85,7,28709.07,106599.86,2430.68,1997,5,Road
S2952,Stephensmouth,East Shannonmouth,Chemicals,3964.98,72.7,02-08-2025,08-08-2025,BlueCargo,5943.98,Awaiting Pickup,,Pallet,5a8af98d-b446-400a-a965-09c0c35cabbb,7.93796E+11,Port Kimberlyland,2,2504,3,17,52,0,1798.08,4818.85,4,26230,24595.29,4358.44,1473,19,Rail
S2953,West Tylerland,Edwardville,Furniture,4295.46,98.5,03-08-2025,21-08-2025,EcoFreight,,In Transit,Medium,,6df1fe56-06e8-49f2-a683-664da2c73a46,4.97123E+11,Davidmouth,,,8,19,,0,10007.68,26820.58,3,32956.88,177289.46,4966.97,495,7,Ship
S2954,Jonathanstad,North Allisonberg,Pharmaceuticals,840.11,,27-08-2025,01-09-2025,RapidTrans,,In Transit,High,Container,7ead0b4a-f3ea-4686-9081-83156561e5aa,7.55214E+11,West Jessica,,,3,17,88,0,4162.97,11156.76,9,14938.45,196818.65,3714.08,524,6,Air
S2955,Port Christopherport,Richardview,Automotive,178.28,86.07,06-07-2025,14-07-2025,BlueCargo,2939.98,Awaiting Pickup,Low,Pallet,,3.72364E+11,Harriston,5,3802,2,27,,0,,,3,2921.66,79010.23,4932.61,626,19,Road
S2956,Bakermouth,Richardborough,Food,4218.79,37.78,09-06-2025,12-06-2025,CargoIndia,6946.09,Awaiting Pickup,Medium,Pallet,e43a3538-601f-4f03-8dac-ed0ad0602a0a,6.97847E+11,,8,4699,9,23,,0,1052.18,2819.84,1,16148.22,112290.46,3184.34,1377,12,Ship
S2957,Port Robin,Jonathanstad,Machinery,3509.59,61.81,09-08-2025,21-08-2025,CargoIndia,5945.69,In Transit,High,Crate,75cc312b-70c6-4d98-9f54-37a17dafde63,,Port Jessica,5,3636,10,29,61,0,,,4,,6277.79,4152.39,1869,1,Road
S2958,Lake Todd,North Allisonberg,Food,,,20-08-2025,01-09-2025,EcoFreight,,Delivered,,Container,29c2d116-164a-4959-b002-1d0ede526225,2.70987E+11,Port Robinland,2,2175,6,15,11,0,22345.79,59886.72,2,32408.68,64796.17,3404.36,,18,Air
S2959,,West Jeffrey,Electronics,2902.92,61.07,08-08-2025,20-08-2025,RapidTrans,4735.12,Delivered,High,Box,4a1d6f82-4901-41b7-bc90-3ba095f51a9c,3.5687E+11,Lake Anna,3,2443,3,22,21,0,34565.14,92634.58,,29618.83,54249.19,1474.74,751,17,Road
S2960,Fosterland,East Shannonmouth,Apparel,3212.68,95.72,09-07-2025,21-07-2025,FastTrack,5630.38,Delayed,High,Pallet,9f91699c-ae44-485f-9e21-8931fe5c9214,5.93498E+11,Port Jacqueline,2,2921,5,17,43,17,,,4,,109774.01,3808.36,1915,12,Rail
S2961,Port Jenniferhaven,Buchananchester,Pharmaceuticals,1142.57,10.22,24-08-2025,30-08-2025,BlueCargo,,Awaiting Pickup,Low,Box,83bc7e65-35d5-46ca-acaf-7a68e8b89ab5,,,,,3,19,30,0,20791.39,55720.93,,20731.78,18393.53,1508.33,1126,8,Rail
S2962,,Lake Jacobview,Automotive,,34.55,09-08-2025,21-08-2025,CargoIndia,,Delayed,Medium,Box,9dfe9dfc-328b-497b-84cb-4b30911a1da1,,Lake Pamela,3,1272,9,,10,19,20677.07,55414.55,2,46796.09,34947.97,2794.76,278,0,Road
S2963,Hannahfurt,Oliviaville,Furniture,,,14-08-2025,29-08-2025,RapidTrans,,Delayed,Medium,Pallet,19b8a7c7-2af8-41d1-aa59-a4460efe2698,9.05147E+11,South Nathanmouth,3,1469,6,22,68,23,,,2,23997.54,42778.86,881.52,1790,12,Rail
S2964,Lake Jamieborough,Brownshire,Food,953.66,58.51,17-08-2025,05-09-2025,RapidTrans,3762.76,Delayed,High,Box,2426a8a0-4d06-4d4d-9e61-12467c945382,3.83371E+11,Williambury,2,4448,8,28,52,24,41656.01,111638.11,6,21162.36,168653.53,,872,12,Air
S2965,New Yeseniaville,Coxchester,Machinery,4734.15,,08-06-2025,20-06-2025,FastTrack,,Delivered,Low,Crate,d8e15e71-78bb-4fff-bb70-7c873c44a004,1.98342E+11,Tanyaberg,6,3007,6,17,60,0,34627.18,92800.84,9,19574.05,140472.84,1409.91,474,16,Rail
S2966,Port Robin,,Machinery,773.91,,01-06-2025,10-06-2025,CargoIndia,,In Transit,,Box,f3499e18-f359-4b25-8b62-245a1ea7dd03,1.72007E+11,New Kimberly,2,903,3,,73,0,28604.22,76659.31,4,14518.82,153724.28,1282.68,1401,11,Road
S2967,Brownshire,Nancymouth,Food,2220.11,32.1,09-06-2025,12-06-2025,FastTrack,4104.61,In Transit,Low,Pallet,b9bf5b3d-3be6-4e0e-b866-c33354782068,2.22886E+11,Lake Whitneychester,4,3127,6,24,15,0,22436.25,60129.15,9,13964.31,,892.82,1604,14,Air
S2968,Josephton,Port Jenniferhaven,Furniture,3352.9,23.42,24-06-2025,28-06-2025,FastTrack,5771.1,In Transit,Low,Container,39bf9f09-bc50-428f-9b35-c162e2ad8000,8.39692E+11,Lake Allisonland,4,4368,2,29,71,0,,,9,20797.57,187394.84,4169.57,1274,20,Air
S2969,Hannahfurt,Nancymouth,Books,683.73,98.59,15-08-2025,21-08-2025,BlueCargo,3353.13,,Medium,Crate,,3.6256E+11,Gilmorechester,4,3367,1,25,64,0,2298.05,6158.77,4,40579.8,12895.44,735.03,1620,5,Road
S2970,Cameronmouth,North Allisonberg,Apparel,,14.26,11-06-2025,14-06-2025,RapidTrans,,Delivered,Medium,Box,c2722bb4-e343-4f03-bdd9-a1c69f5b0325,1.70878E+11,Jenniferport,,,9,15,84,0,681.21,1825.64,,21961.53,,1890.83,1167,5,Road
S2971,West Marieland,Stephensmouth,Machinery,3191.1,72.57,18-08-2025,28-08-2025,,5634.3,Awaiting Pickup,Medium,Box,0e35d338-5665-409f-b9e0-4f2f6b9b829f,,Mariafurt,2,3435,7,19,85,0,37230.44,99777.58,9,33330.28,158075.54,4534.26,1748,10,Road
S2972,Jonathanstad,Stephensmouth,,412.22,82.01,11-07-2025,31-07-2025,EcoFreight,1511.32,Delivered,High,Crate,aad3ba15-831b-4698-9490-ff3c8f198e5f,1.68162E+11,Medinaville,2,558,8,,71,0,8614.79,23087.64,3,43037.22,,4440,,17,Road
S2973,Lake Todd,,Chemicals,1594.56,54.31,21-06-2025,02-07-2025,,,Delivered,Medium,Pallet,f1565b01-ed49-4d0f-80d3-fbf702e89c57,4.82845E+11,Carterfurt,,,4,22,,0,18128.14,48583.42,6,26482.54,197637.6,1925.52,1001,11,Ship
S2974,Bakermouth,New Yeseniaville,Pharmaceuticals,514.88,77.11,31-08-2025,20-09-2025,RapidTrans,2422.48,Delayed,High,Pallet,0467bb68-31eb-4f16-821d-7748c50cd085,8.53106E+11,Johnsonshire,2,2273,3,26,82,23,19350.51,51859.37,5,35920.71,,4078.83,1271,20,Road
S2975,East Shannonmouth,Donnachester,,2628.97,86.03,12-06-2025,14-06-2025,BlueCargo,5352.27,Awaiting Pickup,,Container,ea7da247-a64c-4288-b851-0cef533f05f6,4.16395E+11,Nicholasbury,2,3726,10,23,51,0,35978.6,96422.65,8,33270.56,,2312.77,808,,Road
S2976,West Jeffrey,West Jeffrey,Machinery,143.06,47.09,23-07-2025,31-07-2025,RapidTrans,1078.96,,Medium,Crate,59366046-81bb-4960-b316-9edcb43338a4,2.59466E+11,Lake Lynnberg,4,930,2,18,22,0,,,3,37746.19,28798.28,4176.51,1889,15,Road
S2977,Lake Jacobview,Richardview,,370.91,33.74,30-08-2025,04-09-2025,BlueCargo,1258.31,Delayed,Low,Crate,fc49c20a-3be5-4db6-a118-783950f0a395,4.97275E+11,East Madelinehaven,2,1100,,20,82,17,43596.02,116837.33,7,,,4048.62,677,19,Road
S2978,Fosterland,West Marieland,Pharmaceuticals,2806.3,32.72,17-06-2025,03-07-2025,EcoFreight,4661.5,Delivered,Low,Crate,1c7c9c2c-c988-4f8a-abc4-f1219af52632,,East Anna,5,3056,3,21,69,0,29878.5,80074.38,3,16581.41,104338.38,3089.03,1048,10,Rail
S2979,Lake Jacobview,,Furniture,4460.24,71.52,,24-08-2025,BlueCargo,5282.94,Delivered,High,Container,3b87dbbe-94db-4df3-8c61-1b84fc81212d,5.82302E+11,Davidbury,2,215,9,16,74,0,45073.72,120797.57,4,4781.89,182152.02,4044.25,532,3,Road
S2980,Buchananchester,Fosterland,Furniture,4179.08,77.24,22-06-2025,24-06-2025,,6598.48,Delayed,Low,Crate,d311da19-0f0a-41be-aad3-d6dc39489f5b,4.03476E+11,North Michael,4,3294,4,24,34,13,48558.12,130135.76,5,42675.34,47708.31,1927.29,1651,11,Rail
S2981,Port Jenniferhaven,North Allisonberg,Chemicals,364.97,67.1,19-07-2025,29-07-2025,RapidTrans,3320.97,In Transit,Low,Pallet,5a28dbd8-197c-4fc7-8732-0164995225a2,3.61342E+11,Browntown,2,4570,6,19,89,0,21505.61,57635.03,1,20938.61,84225.75,2847.84,1318,,Air
S2982,Bakermouth,New Yeseniaville,Books,3113.76,49.21,10-07-2025,19-07-2025,EcoFreight,4382.86,In Transit,,Pallet,,3.69064E+11,New Johnshire,3,1554,5,29,41,0,26632.28,71374.51,9,38204.48,57464.39,975.45,1848,10,Road
S2983,Gomezton,Richardborough,Food,2896.26,25.76,14-07-2025,29-07-2025,CargoIndia,3432.36,Awaiting Pickup,Medium,Crate,47ab1f7d-43bf-4ca5-9f41-44c51729b946,7.28357E+11,North Joshuabury,1,557,1,29,45,0,47616.59,127612.46,,8832.31,,3877.19,756,7,Road
S2984,North Allisonberg,East Shannonmouth,Books,3644.93,64.21,07-08-2025,16-08-2025,BlueCargo,5449.53,Delayed,Medium,Crate,670c59ad-6314-4e2d-96ac-45d974e5123e,7.13909E+11,New Andrea,4,2325,6,19,37,1,38410.23,102939.42,9,40432.27,131879.27,1777.24,,15,Rail
S2985,Oliviaville,New Yeseniaville,Electronics,142.16,35.58,26-06-2025,13-07-2025,,1733.46,Delivered,Medium,Pallet,b03cb41d-084b-4b82-83c3-a33b7a9d29ab,7.02275E+11,South Wendy,5,2471,5,25,23,0,29578.01,79269.07,2,11906.13,149406.76,4262.14,581,19,Road
S2986,Brownshire,Robbinsville,Apparel,3939.32,,06-08-2025,25-08-2025,EcoFreight,,In Transit,Low,Box,f594f88d-38bc-4eb3-8b1d-c1b617b216f9,2.28088E+11,,5,1590,2,20,13,0,42795.87,114692.93,7,23205.97,,3407.18,1150,9,Rail
S2987,Nancymouth,East Shannonmouth,Machinery,3318.65,71.55,04-06-2025,10-06-2025,RapidTrans,4751.65,Delivered,Medium,Crate,0f8474bf-498e-4b9a-acd4-7319e769a626,6.59096E+11,Carrberg,3,1435,8,30,61,0,10161.98,27234.11,7,39247.99,166303.97,740.02,367,1,Road
S2988,Nancymouth,Lake Micheleberg,Electronics,656.52,97.19,30-06-2025,06-07-2025,BlueCargo,2775.92,Delayed,Low,Crate,b2bdb62d-1172-4cff-9414-6eda7d6d6091,8.7506E+11,Robertshaven,7,2295,2,26,70,24,2444.62,6551.58,8,7127.88,74399.8,2357.58,605,,Ship
S2989,Brownshire,,Furniture,4225.49,68.6,02-06-2025,10-06-2025,,5551.99,Delivered,High,Container,8d7fb011-7e90-40a4-89bf-49fa1e7498ca,2.60957E+11,Lisastad,1,1281,5,24,59,0,32365.9,86740.61,8,,144202.94,,1832,14,Road
S2990,Cameronmouth,Gomezton,,1477.89,96.05,16-06-2025,03-07-2025,FastTrack,,,Medium,Pallet,e99ef69e-3499-468e-80d9-48b832a22d28,3.95219E+11,Washingtonhaven,,,9,17,18,0,20307.17,54423.22,1,16345.92,97537.71,2555.37,1101,18,Road
S2991,,West Jeffrey,Pharmaceuticals,2941.25,76.22,18-07-2025,20-07-2025,CargoIndia,,Delayed,Medium,Box,ed363672-4b4b-4d89-80c0-5d6d30a5b178,6.91425E+11,South Nathaniel,,,8,23,41,24,34301.45,91927.89,,29187.14,86438.4,2931.16,669,7,Road
S2992,Richardview,Port Jenniferhaven,Electronics,944.2,44.85,21-06-2025,08-07-2025,EcoFreight,3568.2,Delivered,Low,Crate,946ee6e7-3800-4ca5-88bb-42a027ca2584,,Yvonnemouth,2,4351,,,81,0,41068.02,110062.29,6,,,1757.88,1627,20,Air
S2993,Port Christopherport,Port Jenniferhaven,Machinery,735.03,75.33,25-06-2025,30-06-2025,RapidTrans,3198.33,Delivered,Medium,Pallet,61df90d5-7ba8-4263-8c97-9ad161424fd5,1.61918E+11,Jasmineshire,3,3420,5,18,,0,,,3,4680.66,131370.48,3774.38,,12,Rail
S2994,Lake Jamieborough,West Marieland,Food,4353.05,59.84,15-06-2025,24-06-2025,EcoFreight,7167.95,Delivered,Medium,Crate,7131e3ab-77b3-456f-9ec1-146598270149,7.49468E+11,,3,4433,9,28,71,0,9243.58,24772.79,10,2683.77,28106.11,3156.79,874,5,Air
S2995,Stephensmouth,,Apparel,1357.12,46.45,07-07-2025,17-07-2025,FastTrack,3730.62,In Transit,Medium,Box,fccc2a96-e31e-4771-bb10-79f1282900a4,2.3426E+11,Jamesburgh,4,3818,,30,86,0,31685.36,84916.76,4,40401.93,14740.19,1911.84,,1,Road
S2996,Jonathanstad,Port Christopherport,Furniture,,72.05,21-06-2025,30-06-2025,EcoFreight,,Delayed,High,Box,2d90b88d-5a3b-48f8-a524-b3bddfe91f96,7.44614E+11,East Virginia,1,4260,1,30,84,4,7858.14,21059.82,9,41510.64,32759.87,1029.28,1633,,Air
S2997,Edwardville,,Apparel,1620.44,59.04,03-06-2025,18-06-2025,EcoFreight,2485.34,Awaiting Pickup,Low,Crate,d41f5215-bafd-4418-8814-34648b4f73e9,7.43267E+11,Millsburgh,1,549,3,24,51,0,2645.56,7090.1,7,26347.46,122290.47,2911.99,582,3,Road
S2998,Buchananchester,Buchananchester,Apparel,678.96,85.81,27-06-2025,09-07-2025,EcoFreight,2262.06,Delivered,High,Crate,e578efa1-35be-460d-96bb-08246be07cbc,5.08595E+11,North Brianside,2,1450,7,28,58,0,31113.28,83383.59,1,39709.15,185902.31,764.89,,0,Road
S2999,Josephton,Coxchester,Electronics,,36.18,09-06-2025,24-06-2025,,,Delayed,Medium,,54391eee-2e1c-4dba-8b96-c652717e004c,5.23187E+11,Lake Nicholas,4,4918,5,16,,17,6044.81,16200.09,7,30101.56,7604.85,725.83,792,7,Air
S3000,Brownshire,Richardborough,,1019.57,97.17,,08-09-2025,FastTrack,2768.27,,Medium,Crate,,7.02923E+11,Port Donnaview,3,1554,8,23,65,0,2439.66,6538.29,6,18766.32,153698.44,2808.77,1353,5,Air
S3001,Hannahfurt,Bakermouth,Automotive,963.29,62.21,08-08-2025,24-08-2025,FastTrack,4009.89,Delivered,Low,Box,7becc239-d4fd-43fc-8f60-1871efb24d39,,West Jessica,4,4849,6,29,66,0,1081.72,2899.01,6,22075.92,191696.87,,561,17,Air
S3002,Buchananchester,North Allisonberg,Furniture,4095.89,18.83,20-07-2025,05-08-2025,,5536.19,Delayed,Low,Box,,4.0484E+11,South Sherry,5,2504,7,25,36,0,32254.25,86441.39,6,,10344.47,2064.62,1614,5,Rail
S3003,Brownshire,Lake Jamieborough,Food,741.52,91.84,05-07-2025,23-07-2025,EcoFreight,,In Transit,Medium,Box,dfa7171f-2582-47b0-ae5f-31c45b148330,3.01432E+11,Nathanielland,,,3,26,,0,44526.08,119329.89,5,15730.46,7789.15,2908.48,701,10,Road
S3004,Crystalshire,Josephton,Electronics,,17.59,,25-07-2025,RapidTrans,,Delayed,Medium,Pallet,3139689f-aeb6-4c8d-a41d-58295a2aa61d,2.8923E+11,Huntermouth,2,2685,2,,72,23,49545.42,132781.73,4,,184918.78,1826.1,374,,Road
S3005,Port Christopherport,Edwardville,Apparel,2757.52,64.46,12-06-2025,30-06-2025,CargoIndia,5659.12,Delayed,Medium,Box,,9.81151E+11,North Carol,3,4514,4,18,83,23,48620.96,130304.17,9,3302.54,105575.77,1184.74,762,10,Air
S3006,,Brownshire,Books,4033.58,94.96,14-08-2025,30-08-2025,BlueCargo,7194.68,Delayed,Medium,Pallet,4822bef3-7ecc-470b-a702-c017cb4bb481,9.05026E+11,West Eric,3,4423,,16,32,7,1333.4,3573.51,9,48954.65,170813.99,,195,1,Air
S3007,,Coxchester,Furniture,827.99,56.52,09-08-2025,12-08-2025,BlueCargo,3038.69,In Transit,High,Pallet,b4840cc0-f833-4dec-9e11-ee701541d078,6.69809E+11,Christyhaven,3,3291,6,19,69,0,32898.26,88167.34,4,,60875.08,3107.95,1432,15,Rail
S3008,Michaelshire,Port Christopherport,Apparel,727.72,91.86,,11-08-2025,,3723.82,,Low,Crate,5ab08376-c9de-4828-9ac7-e61527569b1e,9.20647E+11,,7,4155,9,15,41,0,21390.32,57326.06,5,37786.64,150557.48,3510.33,607,,Ship
S3009,Richardview,West Jeffrey,Machinery,3195.2,35.57,26-07-2025,13-08-2025,EcoFreight,5898.9,In Transit,Low,Box,69e1791f-3e32-45f3-8541-de568dc268ca,6.83904E+11,East Rickyton,1,4696,4,25,43,0,19338.36,51826.8,5,12827.17,135609.49,3974.42,251,3,Air
S3010,Lake Todd,Cameronmouth,Furniture,3221.13,68.35,24-07-2025,10-08-2025,CargoIndia,,Awaiting Pickup,Low,Crate,ffa57b15-beab-4b7b-99a2-36a3222c98b6,3.21929E+11,,,,3,27,23,0,34560.62,92622.46,1,22549.72,184444.54,2066.14,1678,0,Air
S3011,Oliviaville,Michaelshire,Automotive,3487.7,16.18,18-06-2025,30-06-2025,RapidTrans,5391,Delayed,Low,Crate,b4c59607-1c2a-4373-ba39-054502c513e3,6.26214E+11,Dennismouth,5,3483,5,28,57,23,29027.13,77792.71,6,48144.74,191465.6,1594.07,126,,Road
